site,car_id,car_descrip,car_make,car_model,car_trim,car_year,car_category,car_mileage,car_price,car_extColor,car_transmission,car_driveTrain,car_vendor,car_location,car_detail_link,car_img_link
carsDotCom,705332453,Used 2016 Jeep Patriot Sport,Jeep,Patriot,Sport,2016,Used,5538,16500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705332453/overview/,https://www.cstatic-images.com/phototab/8/b/e/0a/9cebbdd1ee9ad5d529ba366fa33.jpg
carsDotCom,705784747,Used 2014 Chevrolet Camaro 2SS,Chevrolet,Camaro,2SS,2014,Used,5570,31250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705784747/overview/,https://www.cstatic-images.com/phototab/1/3/6/da/9683bccea9308941f35ccf76d4c.jpg
carsDotCom,705069768,Used 2010 Ford Mustang GT,Ford,Mustang,GT,2010,Used,5627,20750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705069768/overview/,https://www.cstatic-images.com/phototab/b/d/5/a4/9a52c4c950e19a358f06cd0f426.jpg
carsDotCom,703715191,Used 2016 Chevrolet Camaro 1SS,Chevrolet,Camaro,1SS,2016,Used,5634,35000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703715191/overview/,https://www.cstatic-images.com/phototab/2/f/e/91/a6ca3759d0e0cc2753c9f36159.jpg
carsDotCom,701678305,Used 2016 Dodge Challenger R/T,Dodge,Challenger,R/T,2016,Used,5635,31750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701678305/overview/,https://www.cstatic-images.com/phototab/c/7/5/0c/93fa590503aa23dcb6b795c4f97.jpg
carsDotCom,705445292,Used 2016 Nissan Leaf S-24,Nissan,Leaf,S-24,2016,Used,5710,16750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705445292/overview/,https://www.cstatic-images.com/phototab/d/1/d/c0/8cac09fb3475cd6fa06853e1d32.jpg
carsDotCom,703997069,Used 2016 Cadillac ATS 2.0 Turbo Luxury Collection,Cadillac,ATS,2.0 Turbo Luxury Collection,2016,Used,5804,26000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703997069/overview/,https://www.cstatic-images.com/phototab/7/2/c/eb/9d57e32ac239cc946e1a656e361.jpg
carsDotCom,704114974,Used 2016 Dodge Dart SXT Sport,Dodge,Dart,SXT Sport,2016,Used,5831,14750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704114974/overview/,https://www.cstatic-images.com/phototab/f/a/c/94/3e8456de20bf3d41ef99723e475.jpg
carsDotCom,704462846,Used 2016 Dodge Charger SXT,Dodge,Charger,SXT,2016,Used,5868,22500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704462846/overview/,https://www.cstatic-images.com/phototab/f/e/4/ed/02f129849081ff9f840c7da0b75.jpg
carsDotCom,705817503,Used 2015 Nissan Juke S,Nissan,Juke,S,2015,Used,5907,17250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705817503/overview/,https://www.cstatic-images.com/phototab/e/4/4/34/9c5337d2ecc1a7701bba1596836.jpg
carsDotCom,703996667,Used 2016 Ford Mustang EcoBoost,Ford,Mustang,EcoBoost,2016,Used,5923,24000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703996667/overview/,https://www.cstatic-images.com/phototab/a/e/a/fb/0b11d75565f5ad0706fc025a968.jpg
carsDotCom,700648047,Used 2013 Nissan 370Z Touring,Nissan,370Z,Touring,2013,Used,5972,25500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/700648047/overview/,https://www.cstatic-images.com/phototab/a/2/5/ce/3b752dfc1881ad3ff186080736b.jpg
carsDotCom,703900451,Used 2015 Nissan Titan SV,Nissan,Titan,SV,2015,Used,5989,30250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703900451/overview/,https://www.cstatic-images.com/phototab/2/d/b/f6/5ba037b11c55a92f951ce77c7f7.jpg
carsDotCom,700527195,Used 2016 Hyundai Veloster Turbo,Hyundai,Veloster,Turbo,2016,Used,6029,19500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/700527195/overview/,https://www.cstatic-images.com/phototab/e/6/5/60/80253fdac9009a88252eab2d7b.jpg
carsDotCom,701562209,Used 2016 Dodge Durango SXT,Dodge,Durango,SXT,2016,Used,6038,28250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562209/overview/,https://www.cstatic-images.com/phototab/f/b/3/0a/8c591a8a2082d7e07c1b37b6c6.jpg
carsDotCom,699846339,Used 2016 BMW 228 i xDrive,BMW,228,i xDrive,2016,Used,6045,36250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/699846339/overview/,https://www.cstatic-images.com/phototab/d/e/a/7c/02c371674e2d00db265dff273cc.jpg
carsDotCom,701562336,Used 2016 Dodge Challenger R/T Scat Pack,Dodge,Challenger,R/T Scat Pack,2016,Used,6060,37500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562336/overview/,https://www.cstatic-images.com/phototab/6/c/d/f7/638cce6afb3f33edc5459ec04e2.jpg
carsDotCom,705337572,Used 2015 Lincoln MKZ Base,Lincoln,MKZ,Base,2015,Used,6104,22750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705337572/overview/,https://www.cstatic-images.com/phototab/6/2/7/3c/66f3639400a033debdd6808fc2a.jpg
carsDotCom,702962101,Used 2016 Ford F-150 XL,Ford,F-150,XL,2016,Used,6105,35500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702962101/overview/,https://www.cstatic-images.com/phototab/e/2/7/84/d8be99ef4b3c422a197363c386b.jpg
carsDotCom,703265154,Used 2016 Chrysler 200 S,Chrysler,200,S,2016,Used,6127,18000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703265154/overview/,https://www.cstatic-images.com/phototab/e/5/b/3a/156b1965458fba86f947e55c980.jpg
carsDotCom,700610740,Used 2016 Volvo S60 Inscription T5 Drive-E Premier,Volvo,S60 Inscription,T5 Drive-E Premier,2016,Used,6137,29250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/700610740/overview/,https://www.cstatic-images.com/phototab/e/9/7/bf/799777dd48ec6d6819fddd8dc49.jpg
carsDotCom,704234293,Used 2015 Buick Regal Turbo,Buick,Regal,Turbo,2015,Used,6177,19250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704234293/overview/,https://www.cstatic-images.com/phototab/3/e/3/ac/a6f2961c55fa0f62006c57a9274.jpg
carsDotCom,705069755,Used 2016 Kia Optima EX,Kia,Optima,EX,2016,Used,6300,21000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705069755/overview/,https://www.cstatic-images.com/phototab/2/e/f/a1/ee00000b2ba50f57bd2e0dd0545.jpg
carsDotCom,704462818,Used 2014 Kia Sportage EX,Kia,Sportage,EX,2014,Used,6390,21250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704462818/overview/,https://www.cstatic-images.com/phototab/5/8/8/15/e2433760d14fb06be9d06edd21b.jpg
carsDotCom,705444822,Used 2015 Volkswagen Golf TDI S 4-Door,Volkswagen,Golf,TDI S 4-Door,2015,Used,6438,22500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705444822/overview/,https://www.cstatic-images.com/phototab/9/9/1/6a/37975a58a6f593e1cd982a8b68d.jpg
carsDotCom,705817382,Used 2016 Kia Optima Hybrid Base,Kia,Optima Hybrid,Base,2016,Used,6440,17500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705817382/overview/,https://www.cstatic-images.com/phototab/e/9/6/db/9055bc07889fe50fe3a285be0e3.jpg
carsDotCom,703444814,Used 2015 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,LT,2015,Used,6472,33500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703444814/overview/,https://www.cstatic-images.com/phototab/f/d/9/a9/ba922484ddc5690e86311b12369.jpg
carsDotCom,701562171,Used 2015 Chrysler 200 C,Chrysler,200,C,2015,Used,6501,17250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562171/overview/,https://www.cstatic-images.com/phototab/d/e/a/0b/032b3f27c60cbec6b60730a03e1.jpg
carsDotCom,701562887,Used 2016 Volvo V60 Cross Country T5,Volvo,V60 Cross Country,T5,2016,Used,6695,30500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562887/overview/,https://www.cstatic-images.com/phototab/6/f/9/53/c4027eade8e0477a6085c1fd954.jpg
carsDotCom,703181355,Used 2016 Chevrolet Trax LT,Chevrolet,Trax,LT,2016,Used,6867,17250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703181355/overview/,https://www.cstatic-images.com/phototab/7/6/7/78/8dbeadb23813021edee85011877.jpg
carsDotCom,705575256,Used 2016 Jeep Wrangler Unlimited Sport,Jeep,Wrangler Unlimited,Sport,2016,Used,6897,32750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705575256/overview/,https://www.cstatic-images.com/phototab/5/6/c/75/9b0ab70f47da15250780ef48f29.jpg
carsDotCom,705575489,Used 2016 INFINITI QX60 Base,INFINITI,QX60,Base,2016,Used,6947,38750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705575489/overview/,https://www.cstatic-images.com/phototab/6/f/d/0d/f32fbfdd42fc83bdd1329cc8e8d.jpg
carsDotCom,701562344,Used 2016 Ford Edge SEL,Ford,Edge,SEL,2016,Used,6971,28000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562344/overview/,https://www.cstatic-images.com/phototab/e/e/d/c0/d60745bc9dc945bc35fda6489c6.jpg
carsDotCom,704233920,Used 2016 Subaru Legacy 2.5i Premium,Subaru,Legacy,2.5i Premium,2016,Used,7084,21250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704233920/overview/,https://www.cstatic-images.com/phototab/8/1/e/a5/75e9da8026500e0eff0838436df.jpg
carsDotCom,703444447,Used 2016 Volkswagen Passat 1.8T SE,Volkswagen,Passat,1.8T SE,2016,Used,7103,19250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703444447/overview/,https://www.cstatic-images.com/phototab/e/5/d/28/af5418c42d565bdc2696f0edd97.jpg
carsDotCom,702505330,Used 2015 Buick Encore Convenience,Buick,Encore,Convenience,2015,Used,7124,18750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702505330/overview/,https://www.cstatic-images.com/phototab/9/4/0/fd/8d67a91a00f38fde05403db3a7f.jpg
carsDotCom,705784852,Used 2016 Hyundai Sonata Sport,Hyundai,Sonata,Sport,2016,Used,7152,18750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705784852/overview/,https://www.cstatic-images.com/phototab/3/a/6/08/f74e71f1b3129adee0ea8b4001b.jpg
carsDotCom,703150263,Used 2016 Toyota Tundra SR5,Toyota,Tundra,SR5,2016,Used,7173,31000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703150263/overview/,https://www.cstatic-images.com/phototab/3/a/8/7c/055f81cac49f9b0e3a68e8aeab5.jpg
carsDotCom,704883708,Used 2016 Nissan Altima 2.5 SR,Nissan,Altima,2.5 SR,2016,Used,7214,19000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704883708/overview/,https://www.cstatic-images.com/phototab/7/6/9/77/a28f5cb9d4774e592b91e87d96e.jpg
carsDotCom,704352956,Used 2016 Chevrolet Malibu Premier,Chevrolet,Malibu,Premier,2016,Used,7269,25750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704352956/overview/,https://www.cstatic-images.com/phototab/3/7/4/84/aee952a8989235c3bbeb15a2797.jpg
carsDotCom,699845879,Used 2015 Dodge Challenger R/T Scat Pack,Dodge,Challenger,R/T Scat Pack,2015,Used,7286,34250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/699845879/overview/,https://www.cstatic-images.com/phototab/9/a/0/03/aece5cbb5ada30c6c99ee39bc.jpg
carsDotCom,704428902,Used 2016 Kia Forte LX,Kia,Forte,LX,2016,Used,7304,13750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704428902/overview/,https://www.cstatic-images.com/phototab/9/7/7/f1/52fccd422108ea1b9b834344696.jpg
carsDotCom,705684070,Used 2016 Dodge Dart SXT Sport,Dodge,Dart,SXT Sport,2016,Used,7393,14250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705684070/overview/,https://www.cstatic-images.com/phototab/c/7/7/38/121c7db6f177495aa1a717e71fe.jpg
carsDotCom,702278979,Used 2015 Dodge Challenger SXT / R/T,Dodge,Challenger,SXT / R/T,2015,Used,7415,23000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702278979/overview/,https://www.cstatic-images.com/phototab/f/0/8/d2/0c9dc17c4d9592df8c2d716ac79.jpg
carsDotCom,701562778,Used 2016 Dodge Charger R/T,Dodge,Charger,R/T,2016,Used,7487,27500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562778/overview/,https://www.cstatic-images.com/phototab/5/8/5/97/9b9126cd6ec117b2ccbf3b710e9.jpg
carsDotCom,705069665,Used 2015 Buick Encore Convenience,Buick,Encore,Convenience,2015,Used,7494,18750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705069665/overview/,https://www.cstatic-images.com/phototab/7/4/3/9a/a29dfbea2cc2ed7078acd25bdbd.jpg
carsDotCom,705337429,Used 2015 Subaru Impreza 2.0i Sport Limited,Subaru,Impreza,2.0i Sport Limited,2015,Used,7522,23500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705337429/overview/,https://www.cstatic-graphics.com/search/images/ghostVehicleLarge.jpg
carsDotCom,699961909,Used 2015 Dodge Challenger SXT / R/T,Dodge,Challenger,SXT / R/T,2015,Used,7651,27500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/699961909/overview/,https://www.cstatic-images.com/phototab/b/d/f/8d/8b731cf92e0a5437affe54e7e9e.jpg
carsDotCom,703181376,Used 2016 Toyota Camry SE,Toyota,Camry,SE,2016,Used,7661,18000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703181376/overview/,https://www.cstatic-images.com/phototab/7/c/7/1c/5ca4bdd7c35593b955a6a8bf620.jpg
carsDotCom,704115065,Used 2016 Dodge Charger R/T,Dodge,Charger,R/T,2016,Used,7674,26000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704115065/overview/,https://www.cstatic-images.com/phototab/2/4/f/73/427b9b776ced3a927aa66377bab.jpg
carsDotCom,702805901,Used 2015 Toyota Tundra SR5,Toyota,Tundra,SR5,2015,Used,7921,35500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/702805901/overview/,https://www.cstatic-images.com/phototab/3/f/2/68/b40dd4bbdf422bdf2dcadd86c70.jpg
carsDotCom,701954157,Used 2016 Chrysler 200 S,Chrysler,200,S,2016,Used,7941,18250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701954157/overview/,https://www.cstatic-images.com/phototab/b/9/f/95/888237a09a0b890e055ee205081.jpg
carsDotCom,701215423,Used 2016 Kia Forte EX,Kia,Forte,EX,2016,Used,7952,15250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701215423/overview/,https://www.cstatic-images.com/phototab/8/d/9/9a/5af05cf182c6b887a6723bd73fc.jpg
carsDotCom,704834376,Used 2016 Hyundai Veloster Turbo,Hyundai,Veloster,Turbo,2016,Used,7965,17500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704834376/overview/,https://www.cstatic-images.com/phototab/7/0/3/63/2dd360bcd579693232cd16eafdf.jpg
carsDotCom,704834486,Used 2016 Ford C-Max Energi SEL,Ford,C-Max Energi,SEL,2016,Used,8015,19750,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/704834486/overview/,https://www.cstatic-images.com/phototab/c/3/2/f2/e5a15905bfa9339c8973d6d44f7.jpg
carsDotCom,705684093,Used 2016 INFINITI Q50 3.0T Premium,INFINITI,Q50,3.0T Premium,2016,Used,8071,31500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705684093/overview/,https://www.cstatic-images.com/phototab/f/1/6/14/0fc72423f45cd4ae189a5c251ee.jpg
carsDotCom,705069810,Used 2015 Toyota Camry SE,Toyota,Camry,SE,2015,Used,8132,17500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705069810/overview/,https://www.cstatic-images.com/phototab/2/b/7/41/e2f4b88cd682ebf997fbb57a988.jpg
carsDotCom,703265104,Used 2016 Honda Accord EX-L,Honda,Accord,EX-L,2016,Used,8212,24000,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/703265104/overview/,https://www.cstatic-images.com/phototab/9/c/c/b6/a77b8692ed11e4f1debb4d4826c.jpg
carsDotCom,705817401,Used 2016 Nissan Altima 2.5 S,Nissan,Altima,2.5 S,2016,Used,8299,17250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705817401/overview/,https://www.cstatic-images.com/phototab/4/8/1/a5/e78f9e3b6c1992ae07b534a1d3a.jpg
carsDotCom,700610627,Used 2015 Mercedes-Benz C 400 4MATIC,Mercedes-Benz,,C 400 4MATIC,2015,Used,8319,37250,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/700610627/overview/,https://www.cstatic-images.com/phototab/c/0/0/b6/07b7047d5d846c313b737b639.jpg
carsDotCom,701851158,Used 2016 Dodge Charger SXT,Dodge,Charger,SXT,2016,Used,8393,22500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701851158/overview/,https://www.cstatic-images.com/phototab/b/b/b/6f/ed209efec793ca6798435ac4210.jpg
carsDotCom,701562788,Used 2016 Hyundai Genesis Coupe 3.8 Ultimate,Hyundai,Genesis Coupe,3.8 Ultimate,2016,Used,8441,27500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/701562788/overview/,https://www.cstatic-images.com/phototab/4/a/8/45/3a52c682f522b12cfba36514ed3.jpg
carsDotCom,705445560,Used 2016 Jeep Renegade Trailhawk,Jeep,Renegade,Trailhawk,2016,Used,8512,22500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/705445560/overview/,https://www.cstatic-images.com/phototab/d/b/f/d7/4d32c059c027415263eb9568826.jpg
carsDotCom,700165835,Used 2015 Toyota Tundra SR5,Toyota,Tundra,SR5,2015,Used,8575,35500,,,,Carvana Washington DC (As Soon as Next Day Delivery),Washington, VA,https://www.cars.com/vehicledetail/detail/700165835/overview/,https://www.cstatic-images.com/phototab/8/f/b/75/877485d3d80d696d82f97218b8a.jpg
